"Was bedeutet One-Hot-Kodierung eines Textdokuments?","<blockquote>Darstellung als <strong>0-1-Array</strong>; jedes Element steht für ein Merkmal. <strong>1</strong> = Merkmal vorhanden, <strong>0</strong> = nicht vorhanden.</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Welche Alternative zur reinen Präsenz kann in einer One-Hot-Kodierung verwendet werden?","<blockquote>Statt binär kann die <strong>Anzahl/Vorkommenshäufigkeit</strong> eines Merkmals gezählt werden.</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Warum ist Bag-of-Words für Texte nur begrenzt geeignet?","<blockquote>Es berücksichtigt die <strong>Anordnung/Reihenfolge</strong> der Wörter nicht.</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Was ist ein N-Gramm in der Textverarbeitung?","<blockquote>Eine Folge von <strong>N aufeinanderfolgenden Wörtern</strong>.</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Was ist ein K-Shingle?","<blockquote>Ein <strong>Teil einer Zeichenkette</strong> der Länge <strong>k</strong> (Substring fester Länge).</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Wie ist die Jaccarddistanz zwischen zwei Mengen \(X_1\) und \(X_2\) definiert?","<blockquote>\(d(X_1, X_2) = 1 - rac{|X_1 \cap X_2|}{|X_1 \cup X_2|}\).</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Wie berechnet man die Jaccarddistanz aus One-Hot-Kodierungen?","<blockquote>\(d = rac{\#\{	ext{Positionen mit genau einer 1}\}}{\#\{	ext{Positionen mit mind. einer 1}\}}\).</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Welches Ziel verfolgt Min-Hashing bei hochdimensionalen Dokumentrepräsentationen?","<blockquote>Es erzeugt <strong>kurze, ähnlichkeitserhaltende Signaturen</strong>, damit Dokumente über Signaturen statt über volle Kodierungen verglichen werden.</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Wie ist eine Min-Hash-Funktion \(h_\pi(C)\) für eine Kodierung \(C\) definiert?","<blockquote>Wende eine Permutation \(\pi\) auf die Positionen an; \(h_\pi(C)\) ist der <strong>Index der ersten Position mit 1</strong> in der permutierten Kodierung.</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
"Wie entsteht die Signatur einer Kodierung beim Min-Hashing?","<blockquote>Sie besteht aus den Min-Hash-Werten \(h_{\pi_1},\ldots,h_{\pi_n}\) mehrerer <strong>unabhängiger Permutationen</strong>.</blockquote>","week-6 ws-25-26 locality-sensitive-hashing min-hash one-hot-encoding jaccard-distance data-mining source::kapitel-6---folien-[updated-11.12"
