"Welches Problem löst die DGIM-Methode in Data Streams? ","<blockquote>Sie schätzt die Anzahl der Einsen unter den letzten k Bits eines 0/1-Datenstroms (Sliding Window) mit wenig Speicher.</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 dgim sliding-window"
"Welche Informationen speichert ein DGIM-Bereich (Bucket)?","<ul><li><strong>A</strong>: Zeitpunkt des neuesten 1-Bits im Bereich.</li><li><strong>B</strong>: Anzahl der Einsen im Bereich als Zweierpotenz (Größe).</li></ul>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 dgim buckets"
"Welche Invarianten gelten für DGIM-Bereiche?","<ul><li>Jedes 1-Bit liegt in genau einem Bereich.</li><li>Das rechte Ende eines Bereichs enthält eine 1.</li><li>Bereichsgrößen sind <strong>Zweierpotenzen</strong>.</li><li>Von neu nach alt sind die Größen <strong>monoton nicht fallend</strong>.</li><li>Höchstens <strong>zwei</strong> Bereiche pro Größe.</li><li>Bereiche außerhalb des Sliding Windows verschwinden.</li></ul>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 dgim buckets"
"Wie werden DGIM-Bereiche aktualisiert, wenn ein neues Bit = 1 ankommt?","<ol><li>Erstelle einen neuen Bereich der Größe 1 mit aktuellem Zeitpunkt.</li><li>Falls nun <strong>drei</strong> Bereiche derselben Größe existieren, kombiniere die zwei ältesten zu einem Bereich der doppelten Größe.</li><li>Wiederhole das ggf. für größere Größen.</li></ol>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 dgim update"
"Wie schätzt DGIM die Anzahl der Einsen unter den letzten k Bits?","<blockquote>Finde den ältesten Bereich <strong>B</strong>, dessen Zeitstempel noch in den letzten k Bits liegt. Schätzer = Summe der Größen aller neueren Bereiche + <strong>1/2</strong> der Größe von B.</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 dgim query"
"Wie groß ist der maximale relative Fehler der DGIM-Schätzung?","<blockquote>Maximal <strong>50&nbsp;%</strong> (es wird höchstens die Hälfte zu viel oder zu wenig gezählt).</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 dgim error"
"Wofür wird ein Bloom-Filter in Data Streams verwendet?","<blockquote>Für speichereffizientes Set-Membership-Testing: <strong>keine False Negatives</strong>, aber <strong>False Positives</strong> möglich.</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 bloom-filter filter"
"Wie funktioniert Einfügen und Abfragen in einem Bloom-Filter mit k Hash-Funktionen?","<ul><li><strong>Einfügen</strong>: Für jedes Element <em>s</em> setze <strong>B[h_i(s)] = 1</strong> für alle <em>i=1..k</em>.</li><li><strong>Abfrage</strong>: Falls alle <strong>B[h_i(a)] = 1</strong>, dann <em>möglicherweise in S</em>; sonst <strong>sicher nicht</strong> in S.</li></ul>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 bloom-filter"
"Wie lautet die approximative False-Positive-Wahrscheinlichkeit eines Bloom-Filters?","<blockquote>\(p_{fp} pprox (1 - e^{-km/n})^k\), wobei \(m\) die Anzahl der Elemente und \(n\) die Bit-Array-Größe ist.</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 bloom-filter probability"
"Wie wählt man die optimale Anzahl k der Hash-Funktionen im Bloom-Filter?","<blockquote>\(k_{opt} = (n/m) \cdot \ln 2\).</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 bloom-filter optimization"
"Wie definiert Flajolet-Martin r(e) und R, und wie wird die Kardinalität geschätzt?","<ul><li><strong>r(e)</strong>: Anzahl der hinteren Nullen von \(h(e)\).</li><li><strong>R</strong>: Maximum von \(r(e)\) über alle beobachteten Elemente.</li><li><strong>Schätzer</strong>: \(2^R\).</li></ul>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 flajolet-martin cardinality"
"Warum tauchen bei Flajolet-Martin große r-Werte nur bei vielen verschiedenen Elementen auf?","<blockquote>Ein Hash-Wert hat mit Wahrscheinlichkeit \(2^{-r}\) genau \(r\) hintere Nullen. Viele verschiedene Elemente erhöhen die Chance, mindestens einen Hash mit großem \(r\) zu sehen.</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 flajolet-martin intuition"
"Wie reduziert Flajolet-Martin die Überschätzung durch Extremwerte?","<blockquote>Durch mehrere Hash-Funktionen und robuste Aggregation: z.B. <strong>Median</strong> oder <strong>Mittelwert der Mediane</strong> aus Gruppen.</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 flajolet-martin variance"
"Welches Ziel hat der Alon-Matias-Szegedy (AMS) Algorithmus?","<blockquote>Er schätzt Momente der Häufigkeitsverteilung, insbesondere das <strong>2. Moment</strong>, in einem Datenstrom mit begrenztem Speicher.</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 alon-matias-szegedy moments"
"Was ist die Grundidee des AMS-Algorithmus für das 2. Moment?","<ol><li>Wähle zufällige Zeitpunkte \(t\).</li><li>Für das Element \(i\) am Zeitpunkt \(t\) zähle \(c_t\), wie oft \(i\) ab \(t\) noch vorkommt.</li><li>Nutze daraus gebaute Schätzer und <strong>mittle</strong> über mehrere Variablen.</li></ol>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 alon-matias-szegedy idea"
"Wie ist der AMS-Schätzer f(X) für das 2. Moment definiert?","<blockquote>Für eine Variable \(X\) mit Wert \(c\) gilt \(f(X) = n(2c - 1)\); der Moment-Schätzer ist der Mittelwert der \(f(X)\) über viele Variablen (ggf. skaliert mit \(|A|\)).</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 alon-matias-szegedy estimator"
"Wie lautet der AMS-Schätzer f(X) für das k-te Moment?","<blockquote>Für \(c = X.\text{val}\) gilt \(f(X) = n(c^k - (c-1)^k)\).</blockquote>","week-10 ws-25-26 streams data-mining source::kapitel-10---folien-[updated-05.02 alon-matias-szegedy moments"
